"CountryCode","SeriesCode","Year","DESCRIPTION",
"BOL","SH.STA.OWAD.ZS","YR1995","Plausible bound is 37.5 - 47.3",
"BOL","SH.STA.OWAD.ZS","YR1996","Plausible bound is 38.3 - 48",
"BOL","SH.STA.OWAD.ZS","YR1997","Plausible bound is 39.1 - 48.7",
"BOL","SH.STA.OWAD.ZS","YR1998","Plausible bound is 39.9 - 49.3",
"BOL","SH.STA.OWAD.ZS","YR1999","Plausible bound is 40.7 - 49.9",
"BOL","SH.STA.OWAD.ZS","YR2000","Plausible bound is 41.4 - 50.6",
"BOL","SH.STA.OWAD.ZS","YR2001","Plausible bound is 42.1 - 51.1",
"BOL","SH.STA.OWAD.ZS","YR2002","Plausible bound is 42.8 - 51.8",
"BOL","SH.STA.OWAD.ZS","YR2003","Plausible bound is 43.5 - 52.4",
"BOL","SH.STA.OWAD.ZS","YR2004","Plausible bound is 44.2 - 53",
"BOL","SH.STA.OWAD.ZS","YR2005","Plausible bound is 44.9 - 53.6",
"BOL","SH.STA.OWAD.ZS","YR2006","Plausible bound is 45.5 - 54.2",
"BOL","SH.STA.OWAD.ZS","YR2007","Plausible bound is 46.2 - 54.8",
"BOL","SH.STA.OWAD.ZS","YR2008","Plausible bound is 46.8 - 55.5",
"BOL","SH.STA.OWAD.ZS","YR2009","Plausible bound is 47.4 - 56.2",
"BOL","SH.STA.OWAD.ZS","YR2010","Plausible bound is 47.9 - 56.9",
"BOL","SH.STA.OWAD.ZS","YR2011","Plausible bound is 48.5 - 57.6",
"BOL","SH.STA.OWAD.ZS","YR2012","Plausible bound is 49 - 58.3",
"BOL","SH.STA.OWAD.ZS","YR2013","Plausible bound is 49.4 - 59.1",
"BOL","SH.STA.OWAD.ZS","YR2014","Plausible bound is 49.9 - 59.9",
"BOL","SH.STA.OWAD.ZS","YR2015","Plausible bound is 50.3 - 60.7",
"BOL","SH.STA.OWAD.ZS","YR2016","Plausible bound is 50.7 - 61.5",
"BOL","SI.DST.FRST.20","YR1990","Estimated from grouped income data.",
"BOL","SI.DST.FRST.20","YR1992","Estimated from unit-record income data.",
"BOL","SI.DST.FRST.20","YR1997","Estimated from unit-record income data.",
"BOL","SI.DST.FRST.20","YR1999","Estimated from unit-record income data.",
"BOL","SI.DST.FRST.20","YR2000","Estimated from unit-record income data.",
"BOL","SI.DST.FRST.20","YR2001","Estimated from unit-record income data.",
"BOL","SI.DST.FRST.20","YR2002","Estimated from unit-record income data.",
"BOL","SI.DST.FRST.20","YR2004","Estimated from unit-record income data.",
"BOL","SI.DST.FRST.20","YR2005","Estimated from unit-record income data.",
"BOL","SI.DST.FRST.20","YR2006","Estimated from unit-record income data.",
"BOL","SI.DST.FRST.20","YR2007","Estimated from unit-record income data.",
"BOL","SI.DST.FRST.20","YR2008","Estimated from unit-record income data.",
"BOL","SI.DST.FRST.20","YR2009","Estimated from unit-record income data.",
"BOL","SI.DST.FRST.20","YR2011","Estimated from unit-record income data.",
"BOL","SI.DST.FRST.20","YR2012","Estimated from unit-record income data.",
"BOL","SI.DST.FRST.20","YR2013","Estimated from unit-record income data.",
"BOL","SI.DST.FRST.20","YR2014","Estimated from unit-record income data.",
"BOL","SI.DST.FRST.20","YR2015","Estimated from unit-record income data.",
"BOL","SI.DST.FRST.20","YR2016","Estimated from unit-record income data.",
"BOL","SI.DST.FRST.20","YR2017","Estimated from unit-record income data.",
"BOL","SI.DST.FRST.20","YR2018","Estimated from unit-record income data.",
"BOL","SI.POV.GINI","YR1990","Estimated from grouped income data.",
"BOL","SI.POV.GINI","YR1992","Estimated from unit-record income data.",
"BOL","SI.POV.GINI","YR1997","Estimated from unit-record income data.",
"BOL","SI.POV.GINI","YR1999","Estimated from unit-record income data.",
"BOL","SI.POV.GINI","YR2000","Estimated from unit-record income data.",
"BOL","SI.POV.GINI","YR2001","Estimated from unit-record income data.",
"BOL","SI.POV.GINI","YR2002","Estimated from unit-record income data.",
"BOL","SI.POV.GINI","YR2004","Estimated from unit-record income data.",
"BOL","SI.POV.GINI","YR2005","Estimated from unit-record income data.",
"BOL","SI.POV.GINI","YR2006","Estimated from unit-record income data.",
"BOL","SI.POV.GINI","YR2007","Estimated from unit-record income data.",
"BOL","SI.POV.GINI","YR2008","Estimated from unit-record income data.",
"BOL","SI.POV.GINI","YR2009","Estimated from unit-record income data.",
"BOL","SI.POV.GINI","YR2011","Estimated from unit-record income data.",
"BOL","SI.POV.GINI","YR2012","Estimated from unit-record income data.",
"BOL","SI.POV.GINI","YR2013","Estimated from unit-record income data.",
"BOL","SI.POV.GINI","YR2014","Estimated from unit-record income data.",
"BOL","SI.POV.GINI","YR2015","Estimated from unit-record income data.",
"BOL","SI.POV.GINI","YR2016","Estimated from unit-record income data.",
"BOL","SI.POV.GINI","YR2017","Estimated from unit-record income data.",
"BOL","SI.POV.GINI","YR2018","Estimated from unit-record income data.",
"BOL","SI.POV.NAHC","YR2000","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC","YR2001","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC","YR2002","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC","YR2004","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC","YR2005","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC","YR2006","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC","YR2007","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC","YR2008","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC","YR2009","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC","YR2011","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC","YR2012","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC","YR2013","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC","YR2014","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC","YR2015","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC","YR2016","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate.",
"BOL","SI.POV.NAHC","YR2017","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate. *",
"BOL","SI.POV.NAHC","YR2018","Source: Encuesta Continua de Hogares- MECOVI; Moderate Poverty Line (individuals) (www.ine.gov.bo and www.udape.gov.bo) . Poverty line is absolute. Government estimate. *",
"BOL","SI.SPR.PCAP.ZG","YR2017","Estimated from individual income data. Growth rates are for the period of 2012-2017.",
"BOL","SI.SPR.PCAP.ZG","YR2018","Estimated from individual income data. Growth rates are for the period of 2013-2018.",
"BOL","SL.TLF.0714.ZS","YR2002","Encuesta Continua de Hogares (ECH).",
"BOL","SL.TLF.0714.ZS","YR2005","Encuesta Continua de Hogares-Condicionas de Vida (ECH).",
"BOL","SL.TLF.0714.ZS","YR2008","Encuesta de Trabajo Infantil (ETI).",
"BOL","SL.TLF.0714.ZS","YR2009","Encuesta de Hogares.",
"BOL","SL.TLF.0714.ZS","YR2013","Encuesta de Hogares (EH)",
"BOL","SL.TLF.0714.ZS","YR2015","Encuesta continua de hogares",
"BOL","SP.UWT.TFRT","YR1989","Unmet need data do not necessarily correspond to the 2012 DHS definition.Source: Bolivia 1989 Demographic and Health Survey",
"BOL","SP.UWT.TFRT","YR1994","Source: Bolivia 1994 Demographic and Health Survey",
"BOL","SP.UWT.TFRT","YR1998","Source: Bolivia 1998 Demographic and Health Survey",
"BOL","SP.UWT.TFRT","YR2003","Source: Bolivia 2003 Demographic and Health Survey",
"BOL","SP.UWT.TFRT","YR2008","Source: Bolivia 2008 Demographic and Health Survey",
"BOL","SP.UWT.TFRT","YR2016","Source: Bolivia 2016 Demographic and Health Survey (National)",
"BRA","IT.NET.USER.ZS","YR2005","Source: IBGE.;Note: Population age 10+ using internet in the last 3 months.",
"BRA","IT.NET.USER.ZS","YR2006","Source: ITU estimate based on Brazilian Internet Steering Committee.;Note: Population age 10+. Estimated based on urban/rural distribution of Internet users in 2008 (as 2006 Survey collected only urban data).",
"BRA","IT.NET.USER.ZS","YR2007","Source: ITU estimate based on Brazilian Internet Steering Committee.;Note: Population age 10+. Estimated based on urban/rural distribution of Internet users in 2008 (as 2006 Survey collected only urban data).",
"BRA","IT.NET.USER.ZS","YR2008","Source: Brazilian Internet Steering Committee.;Note: Population age 10+ using internet in the last 3 months.",
"BRA","IT.NET.USER.ZS","YR2009","Source: Brazilian Internet Steering Committee.;Note: Population age 10+ using internet in the last 3 months.",
"BRA","IT.NET.USER.ZS","YR2010","Source: Brazilian Internet Steering Committee.;Note: In the last 3 months. Population 10+.",
"BRA","IT.NET.USER.ZS","YR2011","Source: Brazilian Internet Steering Committee.;Note: Population age 10+ using internet in the last 3 months.",
"BRA","IT.NET.USER.ZS","YR2012","Source: NIC.br;Note: Population age 10+.",
"BRA","IT.NET.USER.ZS","YR2013","Source: NIC.br;Note: Population age 10+.",
"BRA","IT.NET.USER.ZS","YR2014","Source: NIC.br;Note: Population age 10+.",
"BRA","IT.NET.USER.ZS","YR2015","Source: Brazilian Internet Steering Committee.",
"BRA","IT.NET.USER.ZS","YR2016","Source: NIC.br",
"BRA","IT.NET.USER.ZS","YR2017","Source: NIC.br",
"BRA","SE.ENR.PRSC.FM.ZS","YR2002","National Estimate",
"BRA","SE.ENR.PRSC.FM.ZS","YR2003","National Estimate",
"BRA","SE.ENR.PRSC.FM.ZS","YR2004","National Estimate",
"BRA","SE.ENR.PRSC.FM.ZS","YR2005","National Estimate",
"BRA","SE.ENR.PRSC.FM.ZS","YR2007","National Estimate",
"BRA","SE.ENR.PRSC.FM.ZS","YR2008","National Estimate",
"BRA","SE.ENR.PRSC.FM.ZS","YR2009","National Estimate",
"BRA","SE.ENR.PRSC.FM.ZS","YR2011","National Estimate",
"BRA","SE.ENR.PRSC.FM.ZS","YR2012","National Estimate",
"BRA","SE.ENR.PRSC.FM.ZS","YR2013","National Estimate",
"BRA","SE.ENR.PRSC.FM.ZS","YR2014","National Estimate",
"BRA","SE.ENR.PRSC.FM.ZS","YR2015","National Estimate",
"BRA","SE.ENR.PRSC.FM.ZS","YR2016","National Estimate",
"BRA","SE.ENR.PRSC.FM.ZS","YR2017","National Estimate",
"BRA","SE.PRM.ENRR","YR1999","National Estimate",
"BRA","SE.PRM.ENRR","YR2001","National Estimate",
"BRA","SE.PRM.ENRR","YR2002","National Estimate",
"BRA","SE.PRM.ENRR","YR2003","National Estimate",
"BRA","SE.PRM.ENRR","YR2004","National Estimate",
"BRA","SE.PRM.ENRR","YR2005","National Estimate",
"BRA","SE.PRM.ENRR","YR2007","National Estimate",
"BRA","SE.PRM.ENRR","YR2008","National Estimate",
"BRA","SE.PRM.ENRR","YR2009","National Estimate",
"BRA","SE.PRM.ENRR","YR2011","National Estimate",
"BRA","SE.PRM.ENRR","YR2012","National Estimate",
"BRA","SE.PRM.ENRR","YR2013","National Estimate",
"BRA","SE.PRM.ENRR","YR2014","National Estimate",
"BRA","SE.PRM.ENRR","YR2015","National Estimate",
"BRA","SE.PRM.ENRR","YR2016","National Estimate",
"BRA","SE.PRM.ENRR","YR2017","National Estimate",
"BRA","SH.DYN.MORT","YR1960","Uncertainty bound is 154.6 - 185",
"BRA","SH.DYN.MORT","YR1961","Uncertainty bound is 152 - 178",
"BRA","SH.DYN.MORT","YR1962","Uncertainty bound is 148.8 - 172.1",
"BRA","SH.DYN.MORT","YR1963","Uncertainty bound is 145.3 - 167.1",
"BRA","SH.DYN.MORT","YR1964","Uncertainty bound is 141.9 - 162.6",
"BRA","SH.DYN.MORT","YR1965","Uncertainty bound is 138.5 - 158.8",
"BRA","SH.DYN.MORT","YR1966","Uncertainty bound is 135.4 - 155.3",
"BRA","SH.DYN.MORT","YR1967","Uncertainty bound is 132.5 - 151.8",
"BRA","SH.DYN.MORT","YR1968","Uncertainty bound is 129.9 - 148.3",
"BRA","SH.DYN.MORT","YR1969","Uncertainty bound is 127.1 - 144.8",
"BRA","SH.DYN.MORT","YR1970","Uncertainty bound is 124.2 - 141.3",
"BRA","SH.DYN.MORT","YR1971","Uncertainty bound is 121.1 - 137.8",
"BRA","SH.DYN.MORT","YR1972","Uncertainty bound is 118 - 134.4",
"BRA","SH.DYN.MORT","YR1973","Uncertainty bound is 114.6 - 131.1",
"BRA","SH.DYN.MORT","YR1974","Uncertainty bound is 111.3 - 127.7",
"BRA","SH.DYN.MORT","YR1975","Uncertainty bound is 108 - 124.3",
"BRA","SH.DYN.MORT","YR1976","Uncertainty bound is 104.7 - 120.7",
"BRA","SH.DYN.MORT","YR1977","Uncertainty bound is 101.3 - 116.8",
"BRA","SH.DYN.MORT","YR1978","Uncertainty bound is 97.7 - 112.6",
"BRA","SH.DYN.MORT","YR1979","Uncertainty bound is 93.8 - 108.1",
"BRA","SH.DYN.MORT","YR1980","Uncertainty bound is 89.8 - 103.4",
"BRA","SH.DYN.MORT","YR1981","Uncertainty bound is 85.7 - 98.8",
"BRA","SH.DYN.MORT","YR1982","Uncertainty bound is 81.9 - 94.4",
"BRA","SH.DYN.MORT","YR1983","Uncertainty bound is 78.3 - 90.2",
"BRA","SH.DYN.MORT","YR1984","Uncertainty bound is 74.8 - 86.5",
"BRA","SH.DYN.MORT","YR1985","Uncertainty bound is 71.6 - 83.1",
"BRA","SH.DYN.MORT","YR1986","Uncertainty bound is 68.8 - 79.8",
"BRA","SH.DYN.MORT","YR1987","Uncertainty bound is 66.1 - 76.7",
"BRA","SH.DYN.MORT","YR1988","Uncertainty bound is 63.6 - 73.6",
"BRA","SH.DYN.MORT","YR1989","Uncertainty bound is 61.2 - 70.7",
"BRA","SH.DYN.MORT","YR1990","Uncertainty bound is 58.7 - 67.5",
"BRA","SH.DYN.MORT","YR1991","Uncertainty bound is 56.1 - 64.5",
"BRA","SH.DYN.MORT","YR1992","Uncertainty bound is 53.4 - 61.3",
"BRA","SH.DYN.MORT","YR1993","Uncertainty bound is 50.6 - 57.9",
"BRA","SH.DYN.MORT","YR1994","Uncertainty bound is 47.6 - 54.6",
"BRA","SH.DYN.MORT","YR1995","Uncertainty bound is 44.8 - 51.2",
"BRA","SH.DYN.MORT","YR1996","Uncertainty bound is 42.1 - 48",
"BRA","SH.DYN.MORT","YR1997","Uncertainty bound is 39.5 - 45",
"BRA","SH.DYN.MORT","YR1998","Uncertainty bound is 37 - 42.2",
"BRA","SH.DYN.MORT","YR1999","Uncertainty bound is 34.7 - 39.6",
"BRA","SH.DYN.MORT","YR2000","Uncertainty bound is 32.5 - 37.2",
"BRA","SH.DYN.MORT","YR2001","Uncertainty bound is 30.4 - 34.8",
"BRA","SH.DYN.MORT","YR2002","Uncertainty bound is 28.5 - 32.6",
"BRA","SH.DYN.MORT","YR2003","Uncertainty bound is 26.6 - 30.4",
"BRA","SH.DYN.MORT","YR2004","Uncertainty bound is 24.9 - 28.4",
"BRA","SH.DYN.MORT","YR2005","Uncertainty bound is 23.3 - 26.5",
"BRA","SH.DYN.MORT","YR2006","Uncertainty bound is 22 - 24.7",
"BRA","SH.DYN.MORT","YR2007","Uncertainty bound is 20.8 - 23.1",
"BRA","SH.DYN.MORT","YR2008","Uncertainty bound is 19.8 - 21.6",
"BRA","SH.DYN.MORT","YR2009","Uncertainty bound is 18.9 - 20.3",
"BRA","SH.DYN.MORT","YR2010","Uncertainty bound is 18.2 - 19.2",
"BRA","SH.DYN.MORT","YR2011","Uncertainty bound is 17.5 - 18.3",
"BRA","SH.DYN.MORT","YR2012","Uncertainty bound is 16.9 - 17.6",
"BRA","SH.DYN.MORT","YR2013","Uncertainty bound is 16.3 - 17.1",
"BRA","SH.DYN.MORT","YR2014","Uncertainty bound is 15.7 - 16.7",
"BRA","SH.DYN.MORT","YR2015","Uncertainty bound is 15 - 16.5",
"BRA","SH.DYN.MORT","YR2016","Uncertainty bound is 15.2 - 17.6",
"BRA","SH.DYN.MORT","YR2017","Uncertainty bound is 13.4 - 16.4",
"BRA","SH.DYN.MORT","YR2018","Uncertainty bound is 12.5 - 16.5",
"BRA","SH.STA.OWAD.ZS","YR1975","Plausible bound is 22.1 - 33.4",
"BRA","SH.STA.OWAD.ZS","YR1976","Plausible bound is 22.9 - 33.8",
"BRA","SH.STA.OWAD.ZS","YR1977","Plausible bound is 23.8 - 34.3",
"BRA","SH.STA.OWAD.ZS","YR1978","Plausible bound is 24.7 - 34.8",
"BRA","SH.STA.OWAD.ZS","YR1979","Plausible bound is 25.6 - 35.4",
"BRA","SH.STA.OWAD.ZS","YR1980","Plausible bound is 26.5 - 35.9",
"BRA","SH.STA.OWAD.ZS","YR1981","Plausible bound is 27.4 - 36.5",
"BRA","SH.STA.OWAD.ZS","YR1982","Plausible bound is 28.3 - 37.1",
"BRA","SH.STA.OWAD.ZS","YR1983","Plausible bound is 29.2 - 37.8",
"BRA","SH.STA.OWAD.ZS","YR1984","Plausible bound is 30.1 - 38.3",
"BRA","SH.STA.OWAD.ZS","YR1985","Plausible bound is 30.9 - 39",
"BRA","SH.STA.OWAD.ZS","YR1986","Plausible bound is 31.8 - 39.6",
"BRA","SH.STA.OWAD.ZS","YR1987","Plausible bound is 32.6 - 40.2",
"BRA","SH.STA.OWAD.ZS","YR1988","Plausible bound is 33.5 - 40.8",
"BRA","SH.STA.OWAD.ZS","YR1989","Plausible bound is 34.3 - 41.5",
"BRA","SH.STA.OWAD.ZS","YR1990","Plausible bound is 35.2 - 42.2",
"BRA","SH.STA.OWAD.ZS","YR1991","Plausible bound is 36 - 42.8",
"BRA","SH.STA.OWAD.ZS","YR1992","Plausible bound is 36.8 - 43.5",
"BRA","SH.STA.OWAD.ZS","YR1993","Plausible bound is 37.6 - 44.2",
"BRA","SH.STA.OWAD.ZS","YR1994","Plausible bound is 38.4 - 44.8",
"BRA","SH.STA.OWAD.ZS","YR1995","Plausible bound is 39.2 - 45.5",
"BRA","SH.STA.OWAD.ZS","YR1996","Plausible bound is 39.9 - 46.2",
"BRA","SH.STA.OWAD.ZS","YR1997","Plausible bound is 40.7 - 46.9",
"BRA","SH.STA.OWAD.ZS","YR1998","Plausible bound is 41.5 - 47.6",
"BRA","SH.STA.OWAD.ZS","YR1999","Plausible bound is 42.3 - 48.3",
"BRA","SH.STA.OWAD.ZS","YR2000","Plausible bound is 43.1 - 49",
"BRA","SH.STA.OWAD.ZS","YR2001","Plausible bound is 43.9 - 49.7",
"BRA","SH.STA.OWAD.ZS","YR2002","Plausible bound is 44.6 - 50.4",
"BRA","SH.STA.OWAD.ZS","YR2003","Plausible bound is 45.3 - 51",
"BRA","SH.STA.OWAD.ZS","YR2004","Plausible bound is 46 - 51.7",
"BRA","SH.STA.OWAD.ZS","YR2005","Plausible bound is 46.7 - 52.3",
"BRA","SH.STA.OWAD.ZS","YR2006","Plausible bound is 47.3 - 53",
"BRA","SH.STA.OWAD.ZS","YR2007","Plausible bound is 48 - 53.7",
"BRA","SH.STA.OWAD.ZS","YR2008","Plausible bound is 48.5 - 54.4",
"BRA","SH.STA.OWAD.ZS","YR2009","Plausible bound is 49.1 - 55.1",
"BRA","SH.STA.OWAD.ZS","YR2010","Plausible bound is 49.7 - 55.8",
"BRA","SH.STA.OWAD.ZS","YR2011","Plausible bound is 50.1 - 56.6",
"BRA","SH.STA.OWAD.ZS","YR2012","Plausible bound is 50.7 - 57.3",
"BRA","SH.STA.OWAD.ZS","YR2013","Plausible bound is 51.1 - 58.2",
"BRA","SH.STA.OWAD.ZS","YR2014","Plausible bound is 51.5 - 59",
"BRA","SH.STA.OWAD.ZS","YR2015","Plausible bound is 51.9 - 59.8",
"BRA","SH.STA.OWAD.ZS","YR2016","Plausible bound is 52.3 - 60.7",
"BRA","SI.DST.FRST.20","YR1981","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR1982","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR1983","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR1984","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR1985","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR1986","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR1987","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR1988","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR1989","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR1990","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR1992","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR1993","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR1995","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR1996","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR1997","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR1998","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR1999","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR2001","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR2002","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR2003","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR2004","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR2005","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR2006","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR2007","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR2008","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR2009","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR2011","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR2012","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR2013","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR2014","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR2015","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR2016","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR2017","Estimated from unit-record income data.",
"BRA","SI.DST.FRST.20","YR2018","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR1981","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR1982","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR1983","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR1984","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR1985","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR1986","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR1987","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR1988","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR1989","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR1990","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR1992","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR1993","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR1995","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR1996","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR1997","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR1998","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR1999","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR2001","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR2002","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR2003","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR2004","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR2005","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR2006","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR2007","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR2008","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR2009","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR2011","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR2012","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR2013","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR2014","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR2015","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR2016","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR2017","Estimated from unit-record income data.",
"BRA","SI.POV.GINI","YR2018","Estimated from unit-record income data.",
"BRA","SI.SPR.PCAP.ZG","YR2015","Estimated from individual income data. Growth rates are for the period of 2012-2015.",
"BRA","SI.SPR.PCAP.ZG","YR2018","Estimated from individual income data. Growth rates are for the period of 2013-2018.",
"BRA","SL.TLF.0714.ZS","YR2004","Pesquisa Nacional por Amostra de Domicílios (PNAD).",
"BRA","SL.TLF.0714.ZS","YR2007","Pesquisa Nacional por Amostra de Domicílios (PNAD).",
"BRA","SL.TLF.0714.ZS","YR2008","Pesquisa Nacional por Amostra de Domicílios (PNAD).",
"BRA","SL.TLF.0714.ZS","YR2009","Pesquisa Nacional por Amostra de Domicílios (PNAD).",
"BRA","SL.TLF.0714.ZS","YR2011","Pesquisa Nacional por Amostra de Domicílios (PNAD).",
"BRA","SL.TLF.0714.ZS","YR2013","Pesquisa Nacional por Amostra de Domicílios (PNAD).",
"BRA","SL.TLF.0714.ZS","YR2014","Pesquisa Nacional por Amostra de Domicílios (PNAD)",
"BRA","SL.TLF.0714.ZS","YR2015","Pesquisa Nacional por Amostra de Domicilios (PNAD)",
"BRA","SN.ITK.DEFC.ZS","YR2009","Proportion of undernourished less than 2.5 percent.",
"BRA","SN.ITK.DEFC.ZS","YR2010","Proportion of undernourished less than 2.5 percent.",
"BRA","SN.ITK.DEFC.ZS","YR2011","Proportion of undernourished less than 2.5 percent.",
"BRA","SN.ITK.DEFC.ZS","YR2012","Proportion of undernourished less than 2.5 percent.",
